,Comment
1949,"कुनाल के पैदा होने के बाद
डॉक्टर-: ये क्या ये तो बवासीर वाली टृटी है
face_with_tears_of_joyrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing"
1493,Came here just to dislike the video but I got to know that I am here too late. After 25 Lakh people rolling_on_the_floor_laughingrolling_on_the_floor_laughing
1606,Kabhi kabhi comedy bhi kar liya kar
1624,"That original video of Supa hot fire shows about the man how he is overrating himself with the loud ohhhhhhh.
The same thing this cartoon is trying to do here"
1144,Binod
606,"Galtise click hogya to socha ""oooooooooooooo"" Comment krk chala jau... face_with_tears_of_joy love you ya kunal.."
2059,Koi bhakt jinda hai ye dekha k sign_of_the_hornsface_with_tears_of_joysign_of_the_horns..... Agar raveesh jaise journalist ko interview de dega to feku ki पैंट गीली हो जायेगी।।।।
969,JAI SHREE RAM
180,"Yaha to gujarati hi ki disrespect  ho rahi he. 
Plz agar kisi k culture k bare me pata na ho bolna nahi chahiye. 
Aapko un word ka meaning nahi pata to aap kuch bhi meaning bana denge. 
Ise kisi bhi angle se comedy to kahte nahi he. Ise sidhi tarah se kisi k culture ka apman hi kahte he. 
Comedy aati nahi to karte kyo ho. 
Vaha bethe he unake culture k bare me bolte to pata chalta. 
Me ek GUJRATI hu or muje ye comedy vahiyat lagi. Mera ek view is video k view me se nikal dena. 
Aage se kisi bhi area k culture k bareme bolne se pehle soch lena. Tumhe pata hona chahiye ki tu jo bol rahe ho agar kisi ko hasa raha he to kisi ko hert  to nagi karega. Kyunki jitne ko tumne us video me hasaya he usse jyada ko hert kiya he. 
Plz kisi ki insult ko comedy kahena bandh karo."
1410,Jack Dorsey's first tweet why the rich should die reason number 81
849,Hahahahahahaha rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
1562,Shaka laka boom boom ki  tisri bhai mil gya rolling_on_the_floor_laughingrolling_on_the_floor_laughing thuk bhai thuku
161,Teri Life ki Sabse badi galti carry carry ko rost karna rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingface_with_tears_of_joy
805,"After watching this video, feels like Arnab Goswami was still tolerable."
2007,Ye carryminati ka naam lekar famous Hona Chahta hai or Kuch nhirolling_on_the_floor_laughing
1572,"Is video per mujhe Chaiye 2M dislike
Is video per mujhe Chaiye 3M dislike
Is video per mujhe Chaiye 4M dislikes....thumbs_down"
481,"Congratulations bro for most dislike video soon 
Shab loge 
#ohoooohoooooo"
1514,Kunal kamra gan du after seeing dislikesloudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_facemai mc hu jo youtuber banagrinning_squinting_facegrinning_squinting_face
1098,Highest point in kamra's career
1,CARRY KA AGLA VIDEO =KUNAL KAMARA ROAST
1259,Kunal uncle ji like se jyadaa unlike unamused_faceface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1786,Ek fakhir aadmi par sawaal utha te ho....sharam nahi aatithinking_face
32,123k Bhakts watched this video
358,Proud To Be A Gujaratired_heart
1718,"Barisho mein aati hai khushboo from mitti...
Barisho mein aati hai khushboo from mitti...
.
.
Modi ke bina iss chomu ka career hai tatti..rolling_on_the_floor_laughing

Ooohhhhh...!!! Oh is necessary winking_face_with_tongue"
1449,When you come here to see the dislikes and all the dislikes is gone
1861,Aukat mei rho nhi toh bache hue baal bhi udd jaenge...rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
1482,You got more dislike then your subscriber lolface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy carry power
760,Kunal ki carry ke fans ne leli face_with_tears_of_joyface_with_tears_of_joy dislikes dekho zara
1660,Bhai kesa raist hai 421k likes and  2.5m dislikes face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy roast ni racists
78,Doob ke Marja ab kunal 2 M dislikes face_with_tears_of_joyface_with_tears_of_joy
1647,Carry going through Kunal kamra's content to search for roast content. XD
1030,Video to ni dekhi bas dislike krne aaya thamiddle_finger
1874,"This video didn't make much sense to me when it was made,  later TVF released Aspirant . TVF was targeting 10 million  subscribers from 9 million to release the last episode of Aspirants which they failed to achieve. By just releasing tiktok video Ajay Nagar(wont even want to use his name now) earned 9 million subscribers in a day . TVF has been working since 2010 and his shows like Pitchers , Aspirants , Cubicles to its credit and yet was struggling to reach 10 million . While a video which considers words like BETI to be funny and hypocritically  blames tiktok that it  has shit content  earns 9 million subscribers in a day . Genuinely wonder where are we heading !?
I come from two India's 
I come from an India where a bunch of IIT grads quit their jobs and produce amazing web series  and also struggle and fail  to get to a 10 million mark even after 10 years
AND
I come from an India where an 12'th fail sits on his chair hurls abuses , promotes patriarchy , hypocritically calls other peoples content shit earns 9 million subscribers out of just one video in one day"
1242,"To all of you who are not understanding *oooooooo* it's basically the voice of his fake lost soul telling him ""Yuo arre Syawage"""
883,Isse achaa to carry ka koi Kid fan roast krde iskooo face_with_tears_of_joyface_with_tears_of_joy
303,"This coming from a guy who has made his career by making jokes on BJP...
Sahi haiface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy"
659,Funfact :- Jitne Kunal k subscribers nhi hai utne iss video me dislikes hi hai man_facepalmingman_facepalming i m wondering Roast kisne kisko kiya thinking_facethinking_faceface_with_tears_of_joyface_with_tears_of_joy
1636,bsdk
623,Goo khayaga jogandar
1661,Munawar Bhai aapne ye video Maratha Mandir ke baju wali road pe shoot kiya h kya?
1113,Best one is at 0:22 when gappu and tihar chudhary  suddenly pop up and laught at pakoda comment
1399,BINOD
1077,"Home name - Anshuman and jayant
School name - Gadha"
2107,"Everyone : karry...cunal...karrry...cunal..

Me : Is the man ""Acharya Prashant"" @Chetan Bhagat"
732,oye crandeep face_with_tears_of_joy
341,Dislikes to aapkaa kamraa hi bharr gayaarolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
1810,लौंडा बड़ा आदमी हो गया है एक बंदी पटा कर लाना उधर सेface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1604,"Sawal puchoge to Sab see bade deshdrohi ,desh ke gaddar kahlaogeface_with_tears_of_joyjab  wah modi ji wah bologe tabhi deshbakhto ki list Mai naam likha jaega"
1727,Who didn't even smile throughout the video?
906,"No one :
Literally no one:
He after Every ghtia punchline: ohohohohoh!!!"
1992,Binod
1614,Hard luck kunal....can do better....sad scenes...was expecting better as u have set the bar very high already....kamra 0  carry 1
146,"After watching this video
Carry:Saale tera career khaa jaaunga"
1096,NUMBER OF DISLIKES IS MORE THAN HIS TOTAL SUBSCRIBERS !!  face_with_tears_of_joyface_with_tears_of_joy
2070,"Tere subscribers se jyda to iss video pe dislike AA gye face_with_rolling_eyesface_with_rolling_eyes
Congratulations for this fame on utube face_with_rolling_eyesrolling_on_the_floor_laughing
Baap Baap hota h or beta beta rolling_on_the_floor_laughing smjha ghochu"
175,"Now these critters love a muslim & no ones saying = jai Shri ram lol..
Ub kya huwa? Hes also a muslim. Shame"
1721,"bruh carry's audience is like , if carry ' roasts ' you , its okay ,  but YOU CANNOT ROAST CARRY"
1707,Kunal bro why you take 10 mins face_with_tears_of_joy mujhse isse bhi acha roast chahiye aur abkiiiii Carry k chutiye fans k upr bhi
1391,"420k like is OK OK_handbut 
2.5 million dislike are OPPPPPPPP
#Carry_roast_Karega"
410,"Carryminati : Don't teach father how to make babiessmiling_face_with_sunglasses
#OOHHHOOOOO....."
2023,Dislikes rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingface_with_tears_of_joysad_but_relieved_facerolling_on_the_floor_laughingrolling_on_the_floor_laughing
1426,"Mr Faisu: I have the most number of dislikes on youtube
Kunal Kamra: Hold my Takla"
968,When you realize comments on this video is more funnier than his jokes face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1959,Ohhhhhhhhhh rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
166,Kunaal faltu mai khudki gand marane aa gaya face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
699,Now we know ki youtube ne dislike button kyu hataya
548,oye crandeep face_with_tears_of_joy
658,"After seeing 2 M + dislikes 
Meanwhile kamra :- Maro saalo jinda mat chodo hamko"
1006,"Kunal : Aja beta carry tuje roast sikhaye.. 
Carry’s fans : Abbe saale.."
465,"Kiu re roast kar ne chala tha 
Khud hi roast ho gaya mc face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy"
1130,Ravish kumar sonia gandhi ka interview le kabhi.. Waha pe sawal nhi puchega q ki jeb whi se bhrti haiface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1593,"Even I m Kamra's Fan 
But bht tatti roasting ki hai bhai bura na maniyo face_with_tears_of_joyface_with_tears_of_joy"
601,TAKLE face_with_tears_of_joy
227,Binod
1573,Ohhh after every joke this is roast  just like those 20k subscriber vale youthoober editing
2104,"Bhai DHO DAALA MODI KO AUR UNKE BHAKTON KO 
NEXT PM ARVIND KEJRIWAL red_heartred_heartred_heartred_heartred_heartred_heart"
2012,Binod
949,"India *Ek hE Real HERO hain*   check_markcheck_markcheck_mark

. 



Modi India  

Apne kya  sochathinking_face main *ravish* kumar likhungawinking_face_with_tongue
Mujhe gaali thodi khana h face_with_tears_of_joy"
1280,End mein bade harami ho betaface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1675,First BB poked Carry and now Kunal roasting himface_with_tears_of_joyOK_hand
44,"Ye roast hai?
Memes ke bich me ek line bolna roast nahi kehte.
Kunal ji, 2M dislikes leke mar jaiye.
Apne apna career kharaab kardiya hai."
379,"Kunal took Modi's words seriously that he himself added ""ohhh"" sound in the background instead of being dependent on audience.Thus,he is atmanirbhar.face_with_tears_of_joyface_with_tears_of_joy"
2118,As good as the number of hairs left on your head..
15,Congrats for 2.4 m face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
421,BTW carry 2-3M likes ke aim rakhta he or aapko to utne dislikes mil gyeface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
852,Krwali bejti.... face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
901,Bhai tu standup comedian ban kaise gaya bsdk?
1041,Don't disrespect gujarati song
530,"Tere subscribers se zyada tere video pr dislikes hai,Carry tera baap h ! 
Carry roast kregha !
Yalgaar flexed_biceps_light_skin_tone"
420,"One of the best things about dude is that he never takes credit for himself        when he achieves something. He always respect us,the audience and his team, and he is always polite in all of his videos.we congratulate ourselves on this achievement  more to come and everything to come ''"
1002,Nice
1346,When real comedian does roastface_with_tears_of_joy
576,Binod
1284,Anyone came here ro just see dislikes rolling_on_the_floor_laughing
1059,"Kunal kamra wife delivers a baby 
Kunal kamra : but he doesnt look like me 
Meanwhile doctor n the nurses : ohhhhhhhhhhhhhhhhhhhhhhh"
621,Kon kon lock up dekhke aya hai laure subscribe krdo bs jaldiface_with_tears_of_joybeaming_face_with_smiling_eyescollisionred_heart
360,Issko bolte hai g***d mai dum
252,"Now takla will say that dislikers are bhakt and carry supporters.

face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy"
75,..wtfcollisionraising_hands_light_skin_tone
1100,comments are more enjoyable then his fkng jokes. rolling_on_the_floor_laughingrolling_on_the_floor_laughingface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1649,Come'on kunal tujh mn tou itnh gutts b nai thy k khud aa k roast kardy apna cartoon character la k rakh dia...face_with_tears_of_joyBTW ye cartoon tujh sy zada acha lg ra h....ohhhhhhhhhhrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
315,I always Had this kind of thoughts but never got right words but now kamra said everything without a breath. Thank him so much weary_faceface_with_steam_from_nose
2106,Pappu kunal smiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglasses love carry minati
1962,Binod
592,"Man literally had to use ""oohhhh"" to justify his comedy grinning_face_with_sweatface_with_tears_of_joy"
1677,Animation op
141,*Kunal AA GYA SWAADsmirking_face*
2102,This guy destroy his own career
1472,"""Call shivani"" hit likerolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing"
147,Finding jokes in this video is as difficult as finding hair on Kamra's head
1004,"Carry: Aaj Ke Liye Itna Hiheart_suit
We: Bc Hume Pata Hai Ek Mahine ke liye itna hiface_with_tears_of_joyangry_face"
139,"He has more dislikes on this video than his subscribers.
Background Music : ohhhhhhhh firefire"
1180,Ooooooooooo.........hhhhhh rolling_on_the_floor_laughing let's aim for 3 million dislikes beaming_face_with_smiling_eyes
1234,Linus is not a fan of free speech? He would rather see people continue to get censored?
2025,Bad like se hi Amir bana h tu rolling_on_the_floor_laughing
694,I stop watching this video and started reading Comment face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
735,binod
795,The biggest mistake this youtuber has done in life.
132,Faisu and amir siddique be like  : we have one more contestant face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
328,"When you think people are forgetting yourelieved_face.
.
.
Memers ab keh ke lenge iski... smirking_facesmirking_face"
88,Gadha dekha aaj pehli baar mr Kunal kamra OK_hand_light_skin_toneOK_hand_light_skin_tone bhai kyu pant khol k aa gay ab khulli kar k aaoge to public to vesse bhi harami he marva li na apni face_with_tears_of_joyface_with_tears_of_joy
996,paadu jaadu kaadu
1400,"करेगा चाहिए आपको साक्षात्कार देने में। 
और वो करेजा चौकीदार में नहीं है oncoming_fist"
1653,Nice video
359,Guys if you put colours in shit it will still remain shit pile_of_poo
984,Correction: Kunal roasting himself for being such a disappointment to the comedy world!
2055,Says someone who's career is made out of Peeing Human's content and 2 more people :/
2094,Yay I got a new phone number for Walmart in free fire diamond and silk and I got some good sleep and I got a new phone number for home defense and then
1630,Swish as fuck face_with_tears_of_joy
1669,Kunal kamra is like swara bhaskar of comedy industry
231,"Literate ppl will like this video.. but 
I erlier do like carryminati"
1178,Binod
1468,"kunal kamra born
his father- now who did this?face_with_tears_of_joy"
1527,after getting 2m dislikes you have been selected to study in MOSCOW for 6 years
1474,"Arnab to Carry:
Hum bhi paile gaye the tum, Tum bhi paile jaaogeface_with_tears_of_joy"
1397,"Number of videos by carryminati that are actually funny = no. of carry fans above age 14
Both are zero"
69,Luger mantell cary
860,Aukat mein bete face_with_tears_of_joyOK_hand_light_skin_tone
1784,"*Someone had to say it!* Thank you Kamra for doing a public service! 
 Also, be prepared for a YouTube ban! face_with_tears_of_joy"
